respondent_id,h1n1_vaccine,seasonal_vaccine
27022,0.18334194426237074,0.3463332016718003
27023,0.1331631857997943,0.11570961674944111
27024,0.08274239038995725,0.2930200725029486
27025,0.06357943528881484,0.04590677130765883
27026,0.12958323367780558,0.5264268964172972
27027,0.062163125434095405,0.5533256999527378
27028,0.29068473568710035,0.7888190414531845
27029,0.07984826382950748,0.4232776936536594
27030,0.2475762886966661,0.5715046981142172
27031,0.17493029089721482,0.8070639570005385
27032,0.22643594692130187,0.5074723171656307
27033,0.21362493796030582,0.5841735651185372
27034,0.010910243453833504,0.8087335056205368
27035,0.10821698109062303,0.21590070570685546
27036,0.16363645668534982,0.5600361082877512
27037,0.6396613019011513,0.7984889584663594
27038,0.06771146295751355,0.07502058478373615
27039,0.73148273158493,0.8449556956661474
27040,0.15293950871722437,0.154748706646264
27041,0.09022572621054925,0.3738391795150703
27042,0.08190193705399776,0.6726486941087207
27043,0.5159367235680432,0.7994099551252808
27044,0.011997906513622925,0.04483009350064929
27045,0.14762644495218616,0.5881504948819123
27046,0.082476967006506,0.2602585712873731
27047,0.569954004353471,0.5729245417523229
27048,0.12905491745409034,0.20254296622690462
27049,0.3178536410080919,0.910115438914711
27050,0.047712294909506923,0.4476221506224439
27051,0.09861854329188113,0.2308944008072149
27052,0.11203502387760746,0.4153889670914564
27053,0.8600230389209991,0.9319897196672755
27054,0.03821232103246658,0.12673083998954937
27055,0.08618185379916975,0.8646935440151008
27056,0.030454840099424573,0.06921789847863612
27057,0.034728958127772304,0.0571698629005267
27058,0.7904847178296224,0.9052621943442265
27059,0.06726350758202641,0.26530644938563724
27060,0.02143316505229519,0.26141567902948804
27061,0.10065556274438837,0.5147213702186364
27062,0.06232991716333917,0.5862984467021789
27063,0.07394272905225835,0.610054818642388
27064,0.22409020651608957,0.6464187909920435
27065,0.060879968004100164,0.39858279575670874
27066,0.04851436484963938,0.6648639834744754
27067,0.3315659390425622,0.5505399472193947
27068,0.8475792700982071,0.949575370508616
27069,0.5063984787200051,0.9143832850508957
27070,0.040761363804637844,0.05834269605867015
27071,0.0558134306849052,0.12794230594037467
27072,0.1029956240843994,0.8472948456861892
27073,0.030486973736296573,0.7961174544037631
27074,0.03602517609927862,0.2858182265094525
27075,0.7413810133159132,0.8879459922404983
27076,0.6367136511780669,0.7410192294461799
27077,0.06582065998044462,0.1853339570522046
27078,0.23788952448644823,0.8322046172508266
27079,0.23894927597146745,0.8978848861302852
27080,0.055930068852945644,0.2639819888672448
27081,0.027156145493122622,0.8059616056425162
27082,0.20284123169016977,0.41709086581118154
27083,0.08714469670251156,0.42307631049811373
27084,0.8403285989628876,0.48301432753681867
27085,0.041523299412590364,0.024556629202846524
27086,0.07706245145907215,0.1607045007258303
27087,0.22269977338444252,0.4825552252956797
27088,0.19448320147425904,0.7523579062592369
27089,0.24669968226906971,0.49559373352215724
27090,0.18087776518316193,0.356003211545785
27091,0.5295965791216811,0.10560228052340294
27092,0.07775100897683633,0.20445568545029305
27093,0.19152492629550963,0.29330014707312246
27094,0.0072766043165583445,0.02716577459711512
27095,0.06172492880178052,0.387002372988324
27096,0.03150774066000792,0.3328672143106598
27097,0.5787431048833038,0.677930026550158
27098,0.6485518480779396,0.908698905925991
27099,0.13531123573100282,0.39042216399919666
27100,0.049547712033988514,0.6686980901272895
27101,0.0759153602413968,0.5537136872662519
27102,0.07303100766960392,0.8225498706310088
27103,0.01856213973805239,0.05598934087182684
27104,0.25509361552975496,0.4656430119879408
27105,0.04475171307670913,0.40048664451763416
27106,0.45751595221126684,0.7513553938132754
27107,0.5589380635617425,0.8511896899169618
27108,0.08715543731196872,0.27633168754521603
27109,0.0769897894654717,0.20330127519567565
27110,0.07448399594668247,0.27230481342006996
27111,0.03201366345482375,0.2141861994410018
27112,0.2627093360232337,0.7011525311115874
27113,0.09025023778934455,0.2898652179892646
27114,0.09886252220945897,0.29752054390320765
27115,0.6912554125687063,0.9149345820027982
27116,0.164832429461662,0.8824343570279943
27117,0.06849943964632033,0.16177012002784216
27118,0.1122397569435075,0.3711620756310486
27119,0.053802448392002516,0.28171454657001443
27120,0.26171989341547874,0.9539922161514562
27121,0.017915196806087868,0.7252199184982362
27122,0.05128553922705492,0.18502416252693282
27123,0.05949272738250857,0.10097194499750634
27124,0.06840918906807597,0.24361931314008578
27125,0.030068064596164224,0.06641384873194534
27126,0.40956662946505057,0.16133370710770847
27127,0.08883004452197969,0.16580157075873142
27128,0.18136100475068376,0.48099519965850945
27129,0.5406641684015921,0.5569232961061058
27130,0.12333496760332309,0.22851110226221366
27131,0.0475025720088603,0.05364078792642877
27132,0.5225442893937625,0.885124436024262
27133,0.10441645074522891,0.45569155080901186
27134,0.6293578570396436,0.8958375042012466
27135,0.1740050238913733,0.47515602656914796
27136,0.07182429532736898,0.38027236225526323
27137,0.056380696765924,0.12614000252514174
27138,0.19723466973413217,0.5788696367871659
27139,0.1112177368352914,0.06361496067085483
27140,0.8925386121176571,0.9317579097351425
27141,0.6464040484612926,0.8363069838444022
27142,0.05950406914111783,0.21970865571811493
27143,0.28838370511171213,0.6901870779479944
27144,0.07978202016150936,0.11091520168053817
27145,0.5540387117741425,0.7261647735127518
27146,0.053774401673892226,0.9092448730998915
27147,0.0719930613684436,0.3328945299186868
27148,0.18985699650552867,0.22920777556366378
27149,0.33184251912881313,0.22038033205294077
27150,0.7147777027012349,0.9756605240580337
27151,0.12278606153550713,0.7412197563684317
27152,0.039876538722427454,0.3114857408105974
27153,0.18535077799166016,0.5836731547217588
27154,0.7741476713051124,0.9262028766538529
27155,0.1290070682224683,0.47518818483123343
27156,0.015979729158488314,0.28369704227330933
27157,0.01588388098880949,0.47198032147928337
27158,0.06212460014109297,0.2215137752360632
27159,0.048824973560825866,0.18680347520945043
27160,0.2727486376234084,0.3844218702685985
27161,0.28617784753129843,0.613610423471964
27162,0.20425509496492852,0.9400681373305979
27163,0.6889224681615355,0.5271224280542596
27164,0.2708057011368574,0.20264056231450098
27165,0.5803353395068745,0.7963387450454644
27166,0.05661782602263072,0.09999167454840649
27167,0.1144386636239477,0.36478763683689297
27168,0.1522187838735568,0.7392123373657794
27169,0.36642858997634625,0.6101876458274973
27170,0.3141483504456517,0.7674793323062339
27171,0.04755440799619097,0.350650272654551
27172,0.03777542166457708,0.7628362564357386
27173,0.2787587498276905,0.6013355017685897
27174,0.06430611193039583,0.1491670536297862
27175,0.05458404532651589,0.13568649405281263
27176,0.4618611764873219,0.9271766802868509
27177,0.7077187877906413,0.9162793030787367
27178,0.11821711809385944,0.35306015585587697
27179,0.12538785294529708,0.429554456686463
27180,0.24208025430899163,0.3424623305655246
27181,0.035711129873484806,0.7348682904367526
27182,0.7476725543702945,0.9511431684613779
27183,0.04459085134798308,0.40956830095164515
27184,0.04007941879646362,0.48813430113022416
27185,0.5390686114808702,0.8328662506360708
27186,0.15257304711459446,0.5804355625343393
27187,0.1486592012431915,0.27045855361862187
27188,0.06098969338811861,0.4207394919452064
27189,0.10686413254628113,0.5816709847760044
27190,0.4121605890024133,0.7176604675545677
27191,0.17695530835504045,0.9638840982705477
27192,0.5985531060508749,0.8695060513081794
27193,0.013636765990049222,0.04446591781928089
27194,0.11406693511395422,0.36440003096952023
27195,0.055572180595474155,0.15095295179297175
27196,0.2898757206149235,0.25421563228254573
27197,0.1016629201026177,0.8529027324769421
27198,0.9254800886850925,0.9767095165640128
27199,0.029725492414133872,0.07217471253443561
27200,0.2508724644239658,0.6498078138909552
27201,0.750522159254727,0.936659060374395
27202,0.09286031590697993,0.06576981296570093
27203,0.07593488135973657,0.20130385131604783
27204,0.04199891220052339,0.12253265233990991
27205,0.07170096025033731,0.2736291757878885
27206,0.14640017495538865,0.26752921353372583
27207,0.06608484056549822,0.20404564644234308
27208,0.7341036399721653,0.5328420160094707
27209,0.12389512575336327,0.35620106010014757
27210,0.24255785152068896,0.32588071423409926
27211,0.10475985472787432,0.2574870557115616
27212,0.4887110861487898,0.8988201530350272
27213,0.4626917748556782,0.5695961449397969
27214,0.04081550394952326,0.18957878954481863
27215,0.09066297570569747,0.6253091408326594
27216,0.08838175709063537,0.8275702438743354
27217,0.07044748831296758,0.15995432982426985
27218,0.6342806115718702,0.9175080116966462
27219,0.4437939120331071,0.7572294160296866
27220,0.1547308083177143,0.4281557487464247
27221,0.12411748901904358,0.39054603797460263
27222,0.26115426305865014,0.6794656883168289
27223,0.059750459997563,0.7083118715463912
27224,0.22301402521358327,0.7365658635412333
27225,0.19041532026676342,0.2898191385958105
27226,0.022423701576001046,0.21850126802485065
27227,0.11877269640859134,0.2919076694754807
27228,0.44595541701826896,0.8111883242883753
27229,0.8190848016530435,0.9448654822741522
27230,0.1700284225549565,0.9583223274031031
27231,0.4760043156675588,0.8248532386710643
27232,0.1192650107245811,0.599382164088357
27233,0.29800852390657273,0.1575947198146157
27234,0.06442779648898744,0.05667130089310244
27235,0.8185578736868304,0.8640581998186402
27236,0.1041859840405206,0.9215587786845402
27237,0.2869083033222998,0.43033046716177137
27238,0.21800180757131504,0.6206239902762124
27239,0.4757262681645144,0.1894017300286059
27240,0.09014126309747703,0.4430843520331967
27241,0.10230908627932361,0.29152453975512815
27242,0.1312378942342088,0.529635472941887
27243,0.04056225148302471,0.06468559918898961
27244,0.06572467610632436,0.19247008941455038
27245,0.09941042823490193,0.37709335424418844
27246,0.8085068352071714,0.9439191842170517
27247,0.1963907561379046,0.9291650643879589
27248,0.13497428261718405,0.6260224267696025
27249,0.07506531765509647,0.43003819260014037
27250,0.10923066539877241,0.37406356303455035
27251,0.07786343110488612,0.2207574831814177
27252,0.31304520246836287,0.5439836290516223
27253,0.07731837330109345,0.8821316205588317
27254,0.8768003672616412,0.960456107957545
27255,0.13573731142314713,0.39665713365485256
27256,0.5566134485988874,0.9628695974416757
27257,0.36492921164597214,0.5376838167844196
27258,0.40570769962229736,0.6538876860111403
27259,0.5899087588432869,0.8373063645440088
27260,0.19597152730139683,0.5200193342244818
27261,0.105016070182552,0.4889685327144857
27262,0.19573224821638174,0.546152364337252
27263,0.0877820606889893,0.08873168103592449
27264,0.09510353962702854,0.16766546846611452
27265,0.07696550785264644,0.4744696720218267
27266,0.13088541735635278,0.16383858424067888
27267,0.22314369329236222,0.8204143154417667
27268,0.016119652575393346,0.13324593760799702
27269,0.7208425430910064,0.4148886730447045
27270,0.039235589395362584,0.09153157179466918
27271,0.04523223745988715,0.28215954745924793
27272,0.012606687445666922,0.36300919698065187
27273,0.046638570191378216,0.17668691325126945
27274,0.14203463052976165,0.5008191374078409
27275,0.18253968317361685,0.38044528782988407
27276,0.016023656387365946,0.20653544984854852
27277,0.055879040015841,0.7659156134684728
27278,0.14677593517346527,0.4034191149550604
27279,0.08436826063604544,0.18793526688518739
27280,0.26471714071414304,0.45970067166820866
27281,0.06644376463477417,0.31630639539891525
27282,0.06276877537888961,0.8020342848550207
27283,0.00813635429319864,0.04672681332654645
27284,0.19653153961821845,0.3174852259883205
27285,0.09277509461921729,0.2888199304893863
27286,0.04059257526577427,0.09444529728352669
27287,0.21826999835397784,0.5928070937426487
27288,0.4583914843530528,0.697771023483363
27289,0.37207111988392644,0.5477438932621745
27290,0.025507895729096296,0.18995045375071867
27291,0.7349505879834145,0.887740534957165
27292,0.0532191289127399,0.6132607410656973
27293,0.12471159537022841,0.963935149417455
27294,0.019708104268152733,0.05395162216270109
27295,0.26454018036206384,0.8454931360854052
27296,0.05993516891783563,0.6063159385581036
27297,0.09132156645245502,0.8480834233903245
27298,0.10961875950990804,0.38044537254910304
27299,0.23117508205798112,0.5173408344377657
27300,0.20348840272434265,0.9589637049047265
27301,0.011100228463052357,0.04430202622844507
27302,0.12117848204243592,0.6596050947835677
27303,0.023238986674615738,0.12537692267244785
27304,0.08681647043226792,0.6990826593143998
27305,0.03263266759249396,0.03078920168967204
27306,0.17958416916226672,0.4269667128701226
27307,0.7491406918762115,0.823156474295775
27308,0.11233141558023971,0.19289690390332134
27309,0.5519856381977749,0.948424448302792
27310,0.041755005962858076,0.0745488987973536
27311,0.08576426476021609,0.1188720204033861
27312,0.07666908746602442,0.375265229612023
27313,0.07905360324857962,0.16909942117718096
27314,0.06303437688040527,0.13404286380674474
27315,0.11208316729109788,0.39876367362008514
27316,0.31001801606296253,0.6449904035595085
27317,0.06902870873326622,0.1601400205962509
27318,0.24131042736753064,0.40199404693588525
27319,0.3811066563660217,0.8292339695768476
27320,0.35857982362584906,0.6026205739794726
27321,0.053121245455615924,0.45504921492448125
27322,0.23025802207624296,0.05679212041338567
27323,0.10258074680570904,0.7083248552321573
27324,0.3487692633357298,0.5600749666893182
27325,0.6642478575366071,0.8925425539561613
27326,0.1413559825281524,0.5032750915798336
27327,0.08295482494911484,0.1988431490735318
27328,0.1588643389633995,0.4603860881001244
27329,0.09217722779213214,0.23330004022609918
27330,0.011342999593027953,0.3272458679242299
27331,0.09361663471219696,0.25355795038391
27332,0.13675058999131026,0.9088469298335046
27333,0.6168841209347801,0.8084973436595323
27334,0.05600112931996316,0.07200213210045116
27335,0.13668592168743385,0.10483970074877945
27336,0.07676035360038112,0.16664300508354737
27337,0.3135244336718192,0.8446799224407351
27338,0.27349769817327435,0.4929834863647419
27339,0.30809718728608015,0.4315972616483139
27340,0.018927824154438045,0.09876231343622463
27341,0.19012527596583192,0.48390594737410153
27342,0.03673325210409378,0.718882031575992
27343,0.06243021615992971,0.20896962228423635
27344,0.21706502028393046,0.3697727021358778
27345,0.05695442582061692,0.24541175863793085
27346,0.7631653812592049,0.9468041989121093
27347,0.6695559715819341,0.8854892379849156
27348,0.09930630121923911,0.26988330036863434
27349,0.09624752435017213,0.35956117526753695
27350,0.15048459391208718,0.9083275812828192
27351,0.8329523660941581,0.9298499435440672
27352,0.12996880635099145,0.438425780320037
27353,0.013392527788498795,0.25923882446999635
27354,0.14725002409459512,0.38199227333938807
27355,0.24842392034874367,0.28428908519693247
27356,0.2631611004875548,0.6943150108858477
27357,0.11001839490225836,0.2592165112838821
27358,0.17914743504326208,0.5887638503111421
27359,0.30956387249354567,0.6120561248882797
27360,0.19353194397039297,0.6897852218183618
27361,0.038886711687919365,0.8999617419931957
27362,0.18077591459442863,0.5080502097942906
27363,0.1435243489253582,0.2831670606851655
27364,0.056221697923125036,0.2761405682797697
27365,0.24490827798232845,0.5586855706150688
27366,0.4929592218127469,0.5732687897945157
27367,0.2806420116696425,0.47185168740595396
27368,0.12134250155446143,0.5289995842500204
27369,0.08105673372775751,0.1468640965165528
27370,0.023995983867973802,0.7047303534539485
27371,0.35794141668263285,0.5546509487213092
27372,0.07255718691600424,0.2126580525699879
27373,0.7512330023001539,0.7191759765828558
